perturbation,cell_line,dose_value,time,n_cells,scaffold,smiles
Curcumin,K562,1000.0,24.0,268,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
Curcumin,K562,10000.0,24.0,255,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
Curcumin,MCF7,10.0,24.0,582,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
Curcumin,MCF7,100.0,24.0,579,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
Curcumin,MCF7,1000.0,24.0,470,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
Curcumin,MCF7,10000.0,24.0,512,O=C(/C=C/c1ccccc1)CC(=O)/C=C/c1ccccc1,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O
Cyclocytidine HCl,A549,10.0,24.0,231,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,A549,100.0,24.0,176,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,A549,1000.0,24.0,163,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,A549,10000.0,24.0,164,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,K562,10.0,24.0,213,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,K562,100.0,24.0,274,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,K562,1000.0,24.0,225,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,K562,10000.0,24.0,245,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,MCF7,10.0,24.0,536,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,MCF7,100.0,24.0,557,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,MCF7,1000.0,24.0,399,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Cyclocytidine HCl,MCF7,10000.0,24.0,248,N=c1ccn2c(n1)O[C@H]1CCO[C@H]12,C1=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)OC2=NC1=N.Cl
Dacinostat (LAQ824),A549,10.0,24.0,231,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),A549,10.0,72.0,351,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),A549,100.0,24.0,175,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),A549,100.0,72.0,260,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),A549,1000.0,24.0,115,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),A549,1000.0,72.0,137,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),A549,10000.0,24.0,108,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),A549,10000.0,72.0,22,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),K562,10.0,24.0,158,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),K562,100.0,24.0,127,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),K562,1000.0,24.0,116,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),K562,10000.0,24.0,94,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),MCF7,10.0,24.0,490,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),MCF7,100.0,24.0,355,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),MCF7,1000.0,24.0,397,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Dacinostat (LAQ824),MCF7,10000.0,24.0,473,c1ccc(CNCCc2c[nH]c3ccccc23)cc1,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)/C=C/C(=O)NO
Danusertib (PHA-739358),A549,10.0,24.0,214,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),A549,10.0,72.0,461,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),A549,100.0,24.0,149,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),A549,100.0,72.0,256,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),A549,1000.0,24.0,140,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),A549,1000.0,72.0,238,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),A549,10000.0,24.0,116,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),A549,10000.0,72.0,246,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),K562,10.0,24.0,192,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),K562,100.0,24.0,155,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),K562,1000.0,24.0,152,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),K562,10000.0,24.0,149,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),MCF7,10.0,24.0,416,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),MCF7,100.0,24.0,385,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),MCF7,1000.0,24.0,411,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Danusertib (PHA-739358),MCF7,10000.0,24.0,320,O=C(Nc1n[nH]c2c1CN(C(=O)Cc1ccccc1)C2)c1ccc(N2CCNCC2)cc1,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC
Daphnetin,A549,10.0,24.0,257,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,A549,100.0,24.0,273,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,A549,1000.0,24.0,264,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,A549,10000.0,24.0,251,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,K562,10.0,24.0,251,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,K562,100.0,24.0,236,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,K562,1000.0,24.0,235,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,K562,10000.0,24.0,200,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,MCF7,10.0,24.0,571,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,MCF7,100.0,24.0,559,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,MCF7,1000.0,24.0,586,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Daphnetin,MCF7,10000.0,24.0,505,O=c1ccc2ccccc2o1,C1=CC(=C(C2=C1C=CC(=O)O2)O)O
Dasatinib,A549,10.0,24.0,248,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,A549,100.0,24.0,209,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,A549,1000.0,24.0,165,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,A549,10000.0,24.0,169,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,K562,10.0,24.0,127,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,K562,100.0,24.0,134,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,K562,1000.0,24.0,115,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,K562,10000.0,24.0,134,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,MCF7,10.0,24.0,450,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,MCF7,100.0,24.0,518,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,MCF7,1000.0,24.0,394,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Dasatinib,MCF7,10000.0,24.0,264,O=C(Nc1ccccc1)c1cnc(Nc2cc(N3CCNCC3)ncn2)s1,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
Decitabine,A549,10.0,24.0,191,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,A549,10.0,72.0,554,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,A549,100.0,24.0,157,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,A549,100.0,72.0,534,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,A549,1000.0,24.0,201,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,A549,1000.0,72.0,585,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,A549,10000.0,24.0,201,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,A549,10000.0,72.0,418,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,K562,10.0,24.0,246,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,K562,100.0,24.0,224,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,K562,1000.0,24.0,203,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,K562,10000.0,24.0,215,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,MCF7,10.0,24.0,439,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,MCF7,100.0,24.0,338,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,MCF7,1000.0,24.0,358,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Decitabine,MCF7,10000.0,24.0,454,O=c1ncncn1[C@H]1CCCO1,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O
Disulfiram ,A549,10.0,24.0,262,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,A549,100.0,24.0,205,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,A549,1000.0,24.0,249,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,A549,10000.0,24.0,247,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,K562,10.0,24.0,234,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,K562,100.0,24.0,278,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,K562,1000.0,24.0,279,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,K562,10000.0,24.0,242,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,MCF7,10.0,24.0,409,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,MCF7,100.0,24.0,293,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,MCF7,1000.0,24.0,324,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Disulfiram ,MCF7,10000.0,24.0,449,,CCN(CC)C(=S)SSC(=S)N(CC)CC
Divalproex Sodium,A549,10.0,24.0,184,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,A549,10.0,72.0,550,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,A549,100.0,24.0,220,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,A549,100.0,72.0,513,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,A549,1000.0,24.0,134,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,A549,1000.0,72.0,587,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,A549,10000.0,24.0,171,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,A549,10000.0,72.0,571,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,K562,10.0,24.0,254,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,K562,100.0,24.0,235,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,K562,1000.0,24.0,289,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,K562,10000.0,24.0,241,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,MCF7,10.0,24.0,529,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,MCF7,100.0,24.0,500,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,MCF7,1000.0,24.0,641,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Divalproex Sodium,MCF7,10000.0,24.0,584,,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+]
Droxinostat,A549,10.0,24.0,283,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,A549,100.0,24.0,276,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,A549,1000.0,24.0,256,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,A549,10000.0,24.0,242,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,K562,10.0,24.0,236,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,K562,100.0,24.0,236,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,K562,1000.0,24.0,261,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,K562,10000.0,24.0,204,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,MCF7,10.0,24.0,490,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,MCF7,100.0,24.0,514,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,MCF7,1000.0,24.0,477,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
Droxinostat,MCF7,10000.0,24.0,532,c1ccccc1,CC1=C(C=CC(=C1)Cl)OCCCC(=O)NO
EED226,A549,10.0,24.0,170,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,A549,10.0,72.0,493,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,A549,100.0,24.0,186,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,A549,100.0,72.0,518,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,A549,1000.0,24.0,224,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,A549,1000.0,72.0,533,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,A549,10000.0,24.0,182,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,A549,10000.0,72.0,492,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,K562,10.0,24.0,255,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,K562,100.0,24.0,249,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,K562,1000.0,24.0,254,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,K562,10000.0,24.0,236,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,MCF7,10.0,24.0,514,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,MCF7,100.0,24.0,433,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
EED226,MCF7,1000.0,24.0,528,c1ccc(-c2cnc(NCc3ccco3)n3cnnc23)cc1,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
